터널명,터널종류,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,터널시작점위도,터널시작점경도,터널종료점위도,터널종료점경도,터널연장,터널폭,터널보도폭,터널높이,차로수,터널준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,터널보수보강내역,터널보수보강비용,중계기종류,터널관리시스템적용여부,관리기관명,관리기관전화번호,데이터기준일자
덕만이터널(상),도로터널,02,국가지원지방도,국가지원지방도70호선,70,상행,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 신동면 혈동리, 37.769959, 127.713186, 37.762124, 127.712209,880,10.1,3.9,6.7,2,2012,2024-09-23,B,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
덕만이터널(하),도로터널,02,국가지원지방도,국가지원지방도70호선,70,하행,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 남산면 광판리, 37.762210, 127.712587, 37.770143, 127.713529,867,10.1,4,6.7,2,2012,2024-11-22,A,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
밤재터널,도로터널,02,지방도,지방도415호선,415,양방향,강원특별자치도,평창군,51760,강원특별자치도 평창군 미탄면 율치리, 37.307101, 128.479690, 37.300174, 128.483908,890,12.7,0,8.3,2,2016,2024-11-18,A,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
강촌터널,도로터널,01,지방도,지방도403호선,403,양방향,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 남산면 강촌리, 37.815403, 127.635484, 37.814293, 127.635906,134,17.6,1.3,9,4,2017,2024-11-22,A,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
백양치터널,도로터널,02,지방도,지방도494호선,494,양방향,강원특별자치도,홍천군,51720,강원특별자치도 홍천군 서면 굴업리, 37.605776, 127.693355, 37.600821, 127.702391,959,12.6,4,7.5,2,2017,2024-11-22,A,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
잣방산터널,도로터널,02,국가지원지방도,국가지원지방도70호선,70,양방향,강원특별자치도,홍천군,51720,강원특별자치도 홍천군 서면 어유포리, 37.702965, 127.687107, 37.702863, 127.682612,405,9,0,6.8,2,2018,2024-11-24,A,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
지르매재터널,도로터널,02,지방도,지방도451호선,451,양방향,강원특별자치도,홍천군,51720,강원특별자치도 홍천군 내촌면 화상대리, 37.809399, 128.011716, 37.808227, 128.021146,860,6.5,0,4.8,2,2019,2024-11-23,A,정기점검,미적용,N,,,"CCTV, 라디오재발송설비등",N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
대곡치터널,도로터널,02,국가지원지방도,국가지원지방도70호선,70,양방향,강원특별자치도,홍천군,51720,강원특별자치도 홍천군 서면 대곡리, 37.652135, 127.652668, 37.660812, 127.654994,995,9,0,4.8,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
조침령터널,도로터널,01,지방도,지방도418호선,418,양방향,강원특별자치도,양양군,51830,강원특별자치도 양양군 서면 서림리, 37.997210, 128.509594, 37.995527, 128.496699,1145,10.2,0,7.1,2,2007,2024-11-01,A,정기점검,적용,Y,,,라디오,N,강원특별자치도 강릉지소,033-649-8633,2024-12-31
문의재터널,도로터널,01,지방도,지방도427호선,427,양방향,강원특별자치도,삼척시,51230,강원특별자치도 삼척시 노곡면 상마읍리, 37.217305, 129.157094, 37.208818, 129.145747,1371,9.3,2,4.5,2,2002,2024-11-07,A,정기점검,미적용,N,,,,N,강원특별자치도 태백지소,033-248-6890,2024-12-31
건의령터널,도로터널,02,지방도,지방도424호선,424,양방향,강원특별자치도,삼척시,51230,강원특별자치도 삼척시 도계읍 점리, 37.264289, 129.006729, 37.262433, 129.002611,395,9.7,0,6.7,2,2006,2024-11-28,A,정기점검,미적용,N,,,,N,강원특별자치도 태백지소,033-248-6890,2024-12-31
구사터널,도로터널,02,지방도,지방도427호선,427,양방향,강원특별자치도,삼척시,51230,강원특별자치도 삼척시 도계읍 구사리, 37.181433, 129.076282, 37.183375, 129.086342,910,10,0,7,2,2008,2024-11-07,A,정기점검,미적용,N,,,,N,강원특별자치도 태백지소,033-248-6890,2024-12-31
청령포터널,도로터널,01,국가지원지방도,국가지원지방도88호선,88,양방향,강원특별자치도,영월군,51750,강원특별자치도 영월군 영월읍 하송리, 37.175819, 128.454105, 37.178679, 128.450278,473,17.5,2.9,4.8,4,2010,2024-11-28,A,정기점검,미적용,N,,,,N,강원특별자치도 태백지소,033-248-6890,2024-12-31
들입재터널,도로터널,01,지방도,지방도424호선,424,양방향,강원특별자치도,삼척시,51230,강원특별자치도 삼척시 노곡면 하월산리, 37.345675, 129.183617, 37.349270, 129.195217,1143,9,0,4.8,2,2012,2024-11-07,A,정기점검,미적용,N,,,,N,강원특별자치도 태백지소,033-248-6890,2024-12-31
와석재터널,도로터널,02,국가지원지방도,국가지원지방도88호선,88,양방향,강원특별자치도,영월군,51750,강원특별자치도 영월군 김삿갓면 주문리, 37.125294, 128.591927, 37.129413, 128.584778,781,10.5,0,7,2,2013,2024-11-28,A,정기점검,미적용,N,,,,N,강원특별자치도 태백지소,033-248-6890,2024-12-31
노나무재터널,도로터널,02,국가지원지방도,국가지원지방도28호선,28,양방향,강원특별자치도,정선군,51770,강원특별자치도 정선군 화암면 백전리, 37.253934, 128.863535, 37.248432, 128.865101,600,8.5,1.5,4.5,2,2001,2024-11-07,A,정기점검,미적용,N,,,,N,강원특별자치도 태백지소,033-248-6890,2024-12-31
팔괴터널(상),도로터널,01,국가지원지방도,국가지원지방도88호선,88,상행,강원특별자치도,영월군,51750,강원특별자치도 영월군 영월읍 팔괴리, 37.152187, 128.489285, 37.160379, 128.477319,1390,10.3,3,7,2,2010,2024-11-07,A,정기점검,미적용,N,,,,N,강원특별자치도 태백지소,033-248-6890,2024-12-31
팔괴터널(하),도로터널,01,국가지원지방도,국가지원지방도88호선,88,하행,강원특별자치도,영월군,51750,강원특별자치도 영월군 영월읍 팔괴리, 37.160177, 128.477080, 37.151973, 128.489029,1390,10.3,3,7,2,2010,2024-11-07,A,정기점검,미적용,N,,,,N,강원특별자치도 태백지소,033-248-6890,2024-12-31
신술터널,도로터널,02,국가지원지방도,국가지원지방도56호선,56,양방향,강원특별자치도,철원군,51780,강원특별자치도 철원군 근남면 잠곡리, 38.167210, 127.450741, 38.168033, 127.443948,610,10.3,0,4.8,2,2001,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
부다리터널,도로터널,01,지방도,지방도407호선,407,양방향,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 사북면 고성리, 38.013314, 127.723937, 38.031571, 127.719343,2067,10.5,0,4.8,2,2010,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
대붕터널,도로터널,03,지방도,지방도460호선,460,양방향,강원특별자치도,화천군,51790,강원특별자치도 화천군 화천읍 동촌리, 38.207616, 127.845185, 38.205518, 127.845705,245.5,9.9,0,4.8,2,2005,2024-12-14,B,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
오천터널,도로터널,01,지방도,지방도460호선,460,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 방산면 금악리, 38.212059, 127.900904, 38.215501, 127.886616,1296,9.3,2.3,4.5,2,1988,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
재안터널,도로터널,03,지방도,지방도460호선,460,양방향,강원특별자치도,화천군,51790,강원특별자치도 화천군 화천읍 동촌리, 38.202921, 127.844417, 38.202460, 127.842162,134.6,9.9,0,4.8,2,2005,2024-12-14,B,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
평화터널,도로터널,03,지방도,지방도460호선,460,양방향,강원특별자치도,화천군,51790,강원특별자치도 화천군 화천읍 동촌리, 38.212353, 127.850400, 38.212453, 127.848423,167.5,9.9,0,4.8,2,2005,2024-12-14,B,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
해산터널,도로터널,01,지방도,지방도460호선,460,양방향,강원특별자치도,화천군,51790,강원특별자치도 화천군 화천읍 동촌리, 38.189102, 127.798622, 38.187493, 127.775993,1986,9.3,2.3,4.5,2,1990,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
하오터널,도로터널,01,지방도,지방도463호선,463,양방향,강원특별자치도,화천군,51790,강원특별자치도 화천군 사내면 광덕리, 38.118382, 127.476118, 38.132544, 127.472838,1532,9.9,1.8,4.8,2,2004,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
돌산령터널,도로터널,01,지방도,지방도453호선,453,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 동면 팔랑리, 38.235832, 128.084077, 38.257688, 128.104392,2995,10,0,4.8,2,2011,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
양화터널,도로터널,02,지방도,지방도460호선,460,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 방산면 천미리, 38.213395, 127.856104, 38.212557, 127.852412,328.2,9.9,0,4.8,2,2005,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
신매터널(상행),도로터널,02,국가지원지방도,국가지원지방도70호선,70,상행,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 서면 신매리, 37.923320, 127.704230, 37.921943, 127.707481,354,10,0,6.7,2,2016,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
신매터널(하행),도로터널,02,국가지원지방도,국가지원지방도70호선,70,하행,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 서면 신매리, 37.922161, 127.707477, 37.923533, 127.704366,336,10,0,6.7,2,2016,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
두타연터널,도로터널,02,지방도,지방도460호선,460,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 방산면 고방산리, 38.227224, 127.981433, 38.227236, 127.977836,389,10,3,7.1,2,2016,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
숙고개터널,도로터널,99,지방도,지방도461호선,461,양방향,강원특별자치도,화천군,51790,강원특별자치도 화천군 상서면 파포리, 38.166640, 127.629563, 38.165242, 127.631514,275,13,0,4,2,2017,2020-11-24,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
새밑터널,도로터널,01,지방도,지방도403호선,403,양방향,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 신북읍 지내리, 37.971197, 127.733719, 37.990225, 127.731790,2110,11,0,8.7,2,2018,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
월명터널,도로터널,02,지방도,지방도403호선,403,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 양구읍 월명리, 38.115061, 127.933840, 38.121845, 127.939332,940,10.6,0,7.3,2,2019,2024-12-14,A,정기점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
학령터널,도로터널,02,지방도,지방도460호선,460,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 양구읍 도사리, 38.195401, 128.004104, 38.203839, 128.003632,845,12.3,0,7.3,2,2023,2024-11-28,A,정밀점검,미적용,N,,,,N,강원특별자치도 북부지소,033-248-6974,2024-12-31
미시령터널(상),도로터널,01,국가지원지방도,국가지원지방도56호선,56,상행,강원특별자치도,고성군,51820,강원특별자치도 고성군 토성면 원암리, 38.214863, 128.454894, 38.218970, 128.413442,3565,9.8,0.8,7.4,2,2006,2024-12-26,A,정기점검,적용,Y,"라이닝, 피난연락갱, 벽면타일::라이닝 균열주입보수61.2m, 라이닝 철근노출부 단면복원1㎡, 라이닝 표면처리보수3.66㎡, 피난연락갱 균열주입보수11.4m, 피난연락갱 철근노출부 단면복원3.43㎡, 피난연락갱 표면처리보수1.05㎡,타일보수 2.28㎡",20998,라디오,Y,강원특별자치도 미시령동서관통도로(주),033-635-7318,2024-12-31
미시령터널(하),도로터널,01,국가지원지방도,국가지원지방도56호선,56,하행,강원특별자치도,인제군,51810,강원특별자치도 인제군 북면 용대리, 38.218255, 128.414681, 38.214611, 128.454610,3520,9.8,0.8,7.4,2,2006,2024-12-26,A,정기점검,적용,Y,"라이닝, 피난연락갱, 벽면타일::라이닝 균열 주입보수89.8m, 라이닝 철근노출부 단면보수0.53㎡, 라이닝 표면보수15.8㎡, 벽면 타일보수 2.29㎡",21023,라디오,Y,강원특별자치도 미시령동서관통도로(주),033-635-7318,2024-12-31
종자터널,도로터널,02,시도,시도,,양방향,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 동산면 군자리, 37.751350, 127.757090, 37.749086, 127.764522,716,10.5,1.5,7,3,2018,2024-03-02,B,정기점검,미적용,N,,,,N,강원특별자치도 춘천시,033-250-3195,2024-12-31
단계지하차도,지하차도,02,시도,시도,,양방향,강원특별자치도,원주시,51130,강원특별자치도 원주시 단계동 , 37.343082, 127.933155, 37.345096, 127.933688,470,15.9,0,6.4,4,2011,2024-04-05,A,정기점검,미적용,N,,,,N,강원특별자치도 원주시,033-737-3224,2024-12-31
봉화산터널(대명방향),도로터널,01,일반국도,일반국도42호선,42,상행,강원특별자치도,원주시,51130,강원특별자치도 원주시 무실동 , 37.341952, 127.913553, 37.344386, 127.912251,316,14.9,0,4.8,3,2021,2024-04-05,B,정기점검,미적용,N,,,,N,강원특별자치도 원주시,033-737-3224,2024-12-31
봉화산터널(시청방향),도로터널,01,시도,시도,,하행,강원특별자치도,원주시,51130,강원특별자치도 원주시 호저면 만종리, 37.344146, 127.911853, 37.340689, 127.913831,435,14.9,3.1,4.8,3,2021,2024-04-05,B,정기점검,미적용,N,,,,N,강원특별자치도 원주시,033-737-3224,2024-12-31
입암지하차도,지하차도,03,시도,시도,,양방향,강원특별자치도,강릉시,51150,강원특별자치도 강릉시 입암동 , 37.756035, 128.907518, 37.757818, 128.909811,44,9,0,4.7,2,1997,2024-12-19,B,정기점검,미적용,N,,,,N,강원특별자치도 강릉시,033-640-5506,2024-12-31
동점터널,도로터널,02,시도,시도,,상행,강원특별자치도,태백시,51190,강원특별자치도 태백시 동점동 , 37.092498, 129.041131, 37.091850, 129.041783,89.5,8.6,0,5,2,1999,2024-02-02,B,정기점검,미적용,N,,,,N,강원특별자치도 태백시,033-550-2197,2024-12-31
장성터널,도로터널,02,시도,시도,,양방향,강원특별자치도,태백시,51190,강원특별자치도 태백시 장성동 , 37.098222, 129.015410, 37.098222, 129.015410,450,9,0,6.2,2,1992,2024-02-02,B,정기점검,미적용,N,,,,N,강원특별자치도 태백시,033-550-2197,2024-12-31
절골지하차도,지하차도,02,시도,시도,,양방향,강원특별자치도,태백시,51190,강원특별자치도 태백시 황지동 , 37.175708, 128.980357, 37.176670, 128.980743,132,20,3,4.9,2,2003,2024-04-23,B,정기점검,미적용,N,,,,N,강원특별자치도 태백시,033-550-2197,2024-12-31
태백터널,도로터널,02,일반국도,일반국도31호선,31,양방향,강원특별자치도,태백시,51190,강원특별자치도 태백시 장성동 , 37.093693, 129.029099, 37.088042, 129.028206,646,10,0,4.8,2,2018,2024-12-31,A,정기점검,미적용,N,,,,N,강원특별자치도 태백시,033-550-2197,2024-12-31
삼수령터널,도로터널,02,일반국도,일반국도35호선,35,양방향,강원특별자치도,태백시,51190,강원특별자치도 태백시 창죽동 , 37.224850, 128.989365, 37.221412, 128.988125,406,10.4,0.6,7,2,2017,2024-04-23,A,정기점검,미적용,N,,,,N,강원특별자치도 태백시,033-550-2197,2024-12-31
목우재터널,도로터널,02,시도,시도,,양방향,강원특별자치도,속초시,51210,강원특별자치도 속초시 도문동 , 38.177126, 128.529172, 38.171615, 128.529056,610,10,0,7.1,2,2005,2024-12-13,A,정기점검,미적용,N,,,,N,강원특별자치도 속초시,033-639-2487,2024-12-31
교동지하차도,지하차도,03,시도,시도,,양방향,강원특별자치도,속초시,51210,강원특별자치도 속초시 교동 , 38.204307, 128.566819, 38.204765, 128.566287,70,17.5,0,6.5,4,1999,2024-12-13,C,정기점검,미적용,N,,,,N,강원특별자치도 속초시,033-639-2487,2024-12-31
잿골터널,도로터널,02,군도,군도,,양방향,강원특별자치도,홍천군,51720,강원특별자치도 홍천군 홍천읍 희망리, 37.697540, 127.876012, 37.700975, 127.873161,416,10,3,6,2,2011,2024-10-14,A,정기점검,미적용,N,,,,N,강원특별자치도 홍천군,033-430-2877,2024-12-31
