회사명,지식산업센터명,입지,등록일,공장주소,전화번호,팩스번호,종업원,생산품,업종명,데이터기준일자
DIZIN,,계획입지,2021-10-21,"서울특별시 금천구 가산디지털2로 14 14층 1401호 (가산동, 대륭테크노타운12차)",02-854-3723,,12,"화장품용기,핸드폰샘플",전시용 모형 제조업 외 1 종,2025-10-31
E&C,,계획입지,2017-11-20,"서울특별시 금천구 가산디지털2로 108, 1동 10층 1001호 (가산동) 외 1필지", ,,4,수소수 발생장치 제조 및 조립,산업용 가스 제조업,2025-10-31
E.C.M,,계획입지,2024-06-20,"서울특별시 금천구 가산디지털1로 30 3층 305호 (가산동, 에이스하이엔드타워10)", ,,1,전기 판넬,그 외 기타 전기장비 제조업,2025-10-31
E.M테크산업,,계획입지,2013-04-18,"서울특별시 금천구 벚꽃로 244 4층 402호 (가산동, 벽산디지털밸리5차)",02-2082-5515,,3,자동문 컨트롤러 및 자동제어기,배전반 및 전기 자동제어반 제조업,2025-10-31
GNI,,계획입지,2022-12-05,서울특별시 금천구 가산디지털1로 75-15 (가산동) 가산 하우스디 와이즈타워,02-532-5654,,4,"산업용 잉크젯 프린터, 포장충전",컴퓨터 프린터 제조업 외 1 종,2025-10-31
HNP인터프라(주),,계획입지,2005-06-29,"서울특별시 금천구 가산디지털1로 168, A동 13층 1302호 (가산동) A동 13층 1302호",02-808-3155,,5,전기제어반,배전반 및 전기 자동제어반 제조업,2025-10-31
HS인터내셔널,,계획입지,2017-02-16,"서울특별시 금천구 가산디지털1로 84, 1동 8층 801호 (가산동, 에이스하이엔드타워8차)",02-908-4897,,3,속옷 내의,속옷 및 잠옷 제조업,2025-10-31
IK인터내셔날,,계획입지,2021-03-06,서울특별시 금천구 벚꽃로24길 26 (가산동) 1동 9층 901호,02-851-0493,,7,유아복 의류 잡화,유아용 의복 제조업,2025-10-31
INTENSE BEAUTY(주),,계획입지,2024-05-10,"서울특별시 금천구 가산디지털1로 142 13층 1316호 (가산동, 가산 더스카이밸리 1차)", ,,5,향수,화장품 제조업,2025-10-31
IRIS전자,,계획입지,2015-02-13,"서울특별시 금천구 디지털로9길 65 4층 404호 (가산동, 백상스타타워1차)",02-6679-1128,,5,통신용 케이블,절연 코드세트 및 기타 도체 제조업,2025-10-31
ISK(아이에스케이),,계획입지,2021-07-21,서울특별시 금천구 가산디지털2로 14 5층 516호 (가산동) 외 1필지,02-2671-0255,,10,"sealing, 기술검사분석",그 외 금속 압형제품 제조업 외 1 종,2025-10-31
JK엔지니어링,,계획입지,2019-08-05,"서울특별시 금천구 범안로 1126 5층 511호 (가산동, 대륭21차) 외 2필지", ,,3,"소형전기모터, 로보트부품",전동기 및 발전기 제조업,2025-10-31
JP볼트산업,,계획입지,2015-11-16,서울특별시 금천구 가산디지털2로 14 5층 511호 (가산동),02-2039-8071,,3,볼트류,볼트 및 너트류 제조업 외 2 종,2025-10-31
JS권선,,계획입지,2024-07-03,서울특별시 금천구 가산디지털1로 205-27 10층 1004호  (가산동) 외 2필지,02-837-0102,,2,전자 전기부품 권선,그 외 기타 전자부품 제조업,2025-10-31
K.NET,,계획입지,2013-10-21,"서울특별시 금천구 가산디지털2로 53 17층 1709호 (가산동, 한라시그마밸리)", ,,3,볼펜등,사무 및 회화용품 제조업,2025-10-31
KAI SYSTEM,,계획입지,2014-07-15,"서울특별시 금천구 가산디지털2로 108, 1동 12층 1212호 (가산동, 뉴티캐슬)",02-2265-7169,,4,계측제어장비,기기용 자동측정 및 제어장치 제조업,2025-10-31
KAMI,,계획입지,2005-12-29,"서울특별시 금천구 가산디지털1로 196, 1동 10층 1005호 (가산동, 에이스테크노타워10차)",032-667-8701,,12,플라즈마처리장치,그 외 기타 특수목적용 기계 제조업,2025-10-31
KD SYSTEM,,계획입지,2015-07-08,"서울특별시 금천구 디지털로9길 65 7층 704호 (가산동, 백상스타타워1차)",02-2618-7457,,5,자동제어보드,기타 주변기기 제조업,2025-10-31
KJ전자,,계획입지,2023-02-13,서울특별시 금천구 가산디지털1로 30 2층 211호 (가산동) 외 1필지,02-899-4413,,6,하네스,절연 코드세트 및 기타 도체 제조업,2025-10-31
KR정공,,계획입지,2015-08-11,"서울특별시 금천구 가산디지털1로 159-38 (가산동, 수위실,숙직실(C동))", ,,4,기계부품가공,그 외 기타 일반목적용 기계 제조업 외 1 종,2025-10-31
KS테크,,계획입지,2016-10-26,서울특별시 금천구 가산디지털2로 67 12층 1204호 (가산동), ,,5,전구 및 조명장치,전구 및 램프 제조업,2025-10-31
ND TECH,,계획입지,2019-09-19,"서울특별시 금천구 가산디지털2로 108, 1동 4층 406호 (가산동, 뉴티캐슬)",02-2626-8550,,13,"히팅케이블, 누수감지기, 동결방지제",그 외 기타 전자부품 제조업 외 9 종,2025-10-31
NF Clie(엔에프 클라이),,계획입지,2021-01-21,서울특별시 금천구 가마산로 96 15층 1508호 (가산동),070-4898-0877,,1,화장품 용기 조립,포장용 플라스틱 성형용기 제조업,2025-10-31
OA솔루션센터,,계획입지,2023-01-17,"서울특별시 금천구 가산디지털2로 101, A동 10층 1002호(가산동) 외 1필지",02-866-3522,,3,PLA / ABS / 3D프린터,제책업 외 2 종,2025-10-31
OA준원,,계획입지,2022-04-11,"서울특별시 금천구 가산디지털1로 25 지하4층 B410호 (가산동, 대륭테크노타운17차) 외 3필지", ,,0,전산소모품(토너카트리지),감광재료 및 관련 화학제품 제조업,2025-10-31
P.N.P,,계획입지,2023-09-19,"서울특별시 금천구 가마산로 96 11층 1117호 (가산동, 대륭테크노타운8차) 외 2필지",02-2163-0266,,9,"스크린인쇄, 디지털인쇄",기타 인쇄업 외 2 종,2025-10-31
PLS컴퍼니,,계획입지,2023-03-06,"서울특별시 금천구 가산디지털1로 171, 1동 9층 901호 (가산동, 가산 SK V1 center)",02-776-0646,,11,경영컨설팅,치과용 기기 제조업 외 2 종,2025-10-31
RF테크놀로지,,계획입지,2023-04-20,"서울특별시 금천구 가산디지털1로 119, A동 6층 A-607호 (가산동) 외 1필지",070-8785-5693,,3,"방송장비(컨버터), 보안용카메라(폐쇄회로)",방송장비 제조업,2025-10-31
SH테크,,계획입지,2022-09-26,"서울특별시 금천구 가산디지털1로 171, 1동 B1층 B116호 (가산동, 가산 SK V1 center)", ,,0,"액위지시, 조절계",기기용 자동측정 및 제어장치 제조업,2025-10-31
SRDH(에스알디에이치),,계획입지,2019-09-02,"서울특별시 금천구 벚꽃로24길 26, 1동 3층 306호 (가산동, 에이스 하이엔드타워 클래식 지식산업센터) 외 1필지",02-2027-0021,,5,송풍기 등,산업용 송풍기 및 배기장치 제조업,2025-10-31
TCC International,,계획입지,2021-09-13,"서울특별시 금천구 가산디지털1로 58, 2층 201호(가산동, 에이스한솔타워) 외 1필지", ,,2,미용기구,그 외 기타 의료용 기기 제조업,2025-10-31
TCC International,,계획입지,2022-02-28,서울특별시 금천구 가산디지털1로 16 14층 1416-F호  (가산동) 서울특별시 금천구 가산디지털1로 16 (가산동)동 14층 1416-F호 외 4필지,02-2081-8588,,5,"의료기기, 전기/이미용기구",그 외 기타 의료용 기기 제조업,2025-10-31
UNISYS엔지니어링,,계획입지,2003-12-10,"서울특별시 금천구 가산디지털2로 184, 1동 13층 1306호 (가산동, 벽산/경인디지털밸리2)",02-2614-2033,,4,"자동제어기기,제어판넬",기기용 자동측정 및 제어장치 제조업,2025-10-31
VMS,,계획입지,2015-08-11,"서울특별시 금천구 가산디지털1로 233, 1동 9층 914호 (가산동, 에이스하이엔드타워9차)", ,,3,Vision용 Computer,컴퓨터 제조업,2025-10-31
o짠!,,계획입지,2017-08-25,서울특별시 금천구 가산디지털1로 30 11층 1105호 (가산동), ,,5,니트 악세서리,기타 편조의복 액세서리 제조업,2025-10-31
p&tech,,계획입지,2017-09-04,서울특별시 금천구 가산디지털2로 14 6층 618호 (가산동) 외 1필지,02-2107-3345,,11,PCB아세이,그 외 기타 전자부품 제조업 외 1 종,2025-10-31
㈜다우밸브,,계획입지,2020-09-27,서울특별시 금천구 디지털로10길 78 (가산동) 1동 1층 101호 외 2필지,02-6309-5656,,17,산업용볼밸브,"탭, 밸브 및 유사장치 제조업",2025-10-31
㈜대현엔텍,,계획입지,2021-01-21,"서울특별시 금천구 가산디지털1로 119, B동 4층 B-408호 (가산동)",02-2266-7560,,7,웨어러블 공기청정 마스크,기체 여과기 제조업 외 1 종,2025-10-31
㈜메트로게이트,,계획입지,2021-10-27,서울특별시 금천구 디지털로10길 78 (가산동) 1동 3층 305호,02-2671-0117,,13,출입보안게이트,철도차량 부품 및 관련 장치물 제조업 외 1 종,2025-10-31
㈜보성프린테크,,계획입지,2020-04-16,서울특별시 금천구 디지털로10길 78 4층 421호 (가산동),02-2273-0683,,5,DCR-PAD[인쇄물],오프셋 인쇄업,2025-10-31
㈜브러쉬이십일,,계획입지,2020-06-30,"서울특별시 금천구 디지털로10길 78 3층 316호 (가산동, 가산테라타워) 외 7필지",02-6245-3500,,10,산업용브러쉬,비 및 솔 제조업,2025-10-31
㈜브이엠에스비젼,,계획입지,2021-03-26,서울특별시 금천구 가산디지털1로 225 (가산동) 에이스 가산 포휴 1동 6층 611호,02-6207-1369,,12,"머신비젼 컨트롤러, 광학계",컴퓨터 제조업 외 1 종,2025-10-31
㈜비코닉스,,계획입지,2021-01-15,"서울특별시 금천구 가산디지털1로 225, 1동 12층 1215호 (가산동, 에이스 가산 포휴)",02-585-5152,,3,"블루투스장치, 소프트웨어개발",기타 무선 통신장비 제조업 외 1 종,2025-10-31
㈜성신레이저,,계획입지,2020-07-30,"서울특별시 금천구 디지털로10길 78 11층 1109호 (가산동, 가산테라타워)",02-703-4612,,6, USB제조,기억장치 제조업,2025-10-31
㈜에스앤디라이프,,계획입지,2021-03-22,"서울특별시 금천구 가산디지털1로 30 11층 1111호 (가산동, 에이스하이엔드타워10)", ,,3,전자담배액상,그 외 기타 분류 안된 화학제품 제조업,2025-10-31
㈜제트크린,,계획입지,2020-05-08,"서울특별시 금천구 디지털로10길 78 3층 307호 (가산동, 가산테라타워) 외 1필지",02-2631-4955,,2,"식기세척기,주방용철금속가구 ",그 외 기타 일반목적용 기계 제조업 외 1 종,2025-10-31
㈜포스엔지니어링,,계획입지,2020-09-27,서울특별시 금천구 디지털로10길 78 (가산동) 1동 4층 407호,02-6225-1860,,20,자동제어반 외,전기회로 접속장치 제조업,2025-10-31
㈜프레오,,계획입지,2021-01-15,서울특별시 금천구 디지털로10길 78 (가산동) 1동 3층 310호, ,,3,수전금구,"탭, 밸브 및 유사장치 제조업",2025-10-31
가나전자,,계획입지,2013-06-24,"서울특별시 금천구 가산디지털1로 219, 1동 12층 1201호 (가산동, 벽산디지털밸리6차)", ,,4,"자동판넬, 전기자동제어반",배전반 및 전기 자동제어반 제조업,2025-10-31
가람어패럴,,계획입지,2024-03-08,"서울특별시 금천구 디지털로 178, B동 4층 OB-404호 (가산동) 외 2필지",,,3,의류(니트),편조의복 제조업,2025-10-31
가산치과기공소,,계획입지,2016-02-22,"서울특별시 금천구 가산디지털1로 134, 4층 (가산동, S&T 중공업(주)) 외 1필지",02-832-2863,,75,치과보정물,정형외과용 및 신체보정용 기기 제조업,2025-10-31
가스파워(주),,계획입지,2012-07-24,"서울특별시 금천구 가산디지털2로 165 11층 1101호 (가산동, 백상스타타워2차)",02-6111-6114,,11,압축시스템(압축기 외),그 외 기타 특수목적용 기계 제조업 외 1 종,2025-10-31
가시안,,계획입지,2023-06-15,"서울특별시 금천구 디지털로9길 33 (가산동, IT 미래 TOWER) 1동 13층 1303호",070-4492-3990,,1,"가스차단기, 스마트스위치, 스마트약통",기타 가정용 전기기기 제조업,2025-10-31
가야산업,,계획입지,2006-05-26,서울특별시 금천구 디지털로 130 12층 1209호 (가산동),02-2682-1457,,4,"할로겐,등기구",일반용 전기 조명장치 제조업,2025-10-31
가온어페럴,,계획입지,2020-05-12,서울특별시 금천구 가산디지털1로 58 지하1층 B106호 (가산동) 외 1필지,070-4234-2824,,7,스포츠의류 제조,"근무복, 작업복 및 유사의복 제조업",2025-10-31
가온테크,,계획입지,2019-04-11,"서울특별시 금천구 벚꽃로24길 26, 1동 9층 911호 (가산동, 에이스 하이엔드타워 클래식 지식산업센터)",02-806-6641,,4,자동화장비 판넬,배전반 및 전기 자동제어반 제조업,2025-10-31
가이드 Luxen,,계획입지,2021-05-14,서울특별시 금천구 벚꽃로 244 6층 607호 (가산동),02-826-3185,,10,치아색샘픔 등,그 외 기타 분류 안된 화학제품 제조업,2025-10-31
가이오전자,,계획입지,2022-06-15,"서울특별시 금천구 가산디지털2로 53, 4층 401호(가산동, 한라시그마밸리) 외 1필지",02-2163-0398,,0,"전원공급기(S.M.P.S 방식), ADAPTOR,TRANSFORMER,웹서버구축",기타 전기 변환장치 제조업 외 2 종,2025-10-31
가인테크,,계획입지,2021-12-20,서울특별시 금천구 가산디지털1로 16 16층 1607-F호  (가산동) 서울특별시 금천구 가산디지털1로 16 (가산동)동 16층 1607-F호 외 1필지, ,,2,"바코드 인쇄, 라벨 인쇄",경 인쇄업,2025-10-31
가제만,,계획입지,2021-11-05,"서울특별시 금천구 가산디지털1로 84, 1동 15층 1506호 (가산동, 에이스하이엔드타워8차)", ,,1,"사원증 스트랩, 마스크 스트랩",사무 및 회화용품 제조업,2025-10-31
가진기업(주),,계획입지,2023-02-01,서울특별시 금천구 가산디지털2로 184 (가산동) 1동 12층 1208호,02-2113-0220,,18,자동제어장치,기기용 자동측정 및 제어장치 제조업 외 3 종,2025-10-31
가진기업(주),,계획입지,2020-09-09,"서울특별시 금천구 가산디지털1로 142 12층 1221호 (가산동, 가산 더스카이밸리 1차)",02-2113-0220,,3,자동제어장치기기,전기회로 접속장치 제조업,2025-10-31
갑을수현엔지니어링,,계획입지,2024-03-13,"서울특별시 금천구 벚꽃로36길 30, 5층 510호 (가산동) 외 3필지",02-2065-0495,,2,배전반,배전반 및 전기 자동제어반 제조업,2025-10-31
갑진브리스터,,계획입지,2015-12-02,서울특별시 금천구 가산디지털2로 14 B1층 B107호 (가산동), ,,2,포장기계,"용기 세척, 포장 및 충전기 제조업",2025-10-31
개화,,계획입지,2014-06-13,서울특별시 금천구 디지털로9길 46 10층 1001호 (가산동) 외 1필지,02-855-3870,,14,니트의류,편조의복 제조업,2025-10-31
거산전자통신(주),,계획입지,2011-03-14,"서울특별시 금천구 벚꽃로 286 8층 802호 (가산동, 삼성리더스타워)",02-2026-6000,,23,A/V신호절체기,유선 통신장비 제조업,2025-10-31
거성산업,,계획입지,2011-03-10,"서울특별시 금천구 가산디지털1로 128 11층 1105호 (가산동, 에스티엑스브이타워)",02-857-2239,,2,"열판, 가스킷등",그 외 기타 일반목적용 기계 제조업 외 1 종,2025-10-31
거화공조시스템,,계획입지,2018-02-13,"서울특별시 금천구 가산디지털2로 70 19층 1914호 (가산동, 대륭테크노타운19차)",02-3289-6880,,2,플라스틱 성형기계,기타 기계.장비 조립용 플라스틱 제품 제조업,2025-10-31
거화레이져,,계획입지,2022-05-23,서울특별시 금천구 가산디지털1로 16 1층 101-F호  (가산동) 서울특별시 금천구 가산디지털1로 16 (가산동)동 1층 101-F호 외 1필지,02-865-9871,,8,목금형,주형 및 금형 제조업,2025-10-31
건일정밀,,계획입지,2019-09-02,"서울특별시 금천구 벚꽃로24길 26, 1동 1층 107호 (가산동, 에이스 하이엔드타워 클래식 지식산업센터)",02-858-3334,,2,금형/주차설비제품,주형 및 금형 제조업,2025-10-31
